flight_number,date,STD,ATD,destination,aircraft,airline,airline_code,STD_minutes,ATD_minutes,departure_delay,scheduled_hour,day_of_week,is_weekend,delay_category,is_peak_hour,route_type
UK8300,2025-08-21,09:45,10:26,Bangkok (BKK),B737,Vistara,"('UK', 'Vistara', 0.1)",585,626,41,9,3,False,Major Delay,True,International
AI3654,2025-08-21,09:30,09:53,Jaipur (JAI),B777,Air India,"('AI', 'Air India', 0.3)",570,593,23,9,3,False,Minor Delay,True,Domestic
IX7439,2025-08-21,09:15,09:46,Chennai (MAA),A321,Air India Express,"('IX', 'Air India Express', 0.05)",555,586,31,9,3,False,Major Delay,True,Domestic
AI2997,2025-08-21,15:15,15:26,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",915,926,11,15,3,False,On Time,False,Domestic
6E1041,2025-08-21,21:00,21:35,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1295,35,21,3,False,Major Delay,False,Domestic
6E8234,2025-08-21,16:30,16:35,Hyderabad (HYD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",990,995,5,16,3,False,On Time,False,Domestic
AI3024,2025-08-21,18:30,18:30,Goa (GOI),B738,Air India,"('AI', 'Air India', 0.3)",1110,1110,0,18,3,False,Early,True,Domestic
6E3628,2025-08-21,18:00,18:19,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1099,19,18,3,False,Minor Delay,True,Domestic
AI7745,2025-08-21,23:30,23:30,Ahmedabad (AMD),A320,Air India,"('AI', 'Air India', 0.3)",1410,1410,0,23,3,False,Early,False,Domestic
AI1092,2025-08-21,14:45,15:04,Dubai (DXB),B777,Air India,"('AI', 'Air India', 0.3)",885,904,19,14,3,False,Minor Delay,False,International
UK3212,2025-08-21,09:15,09:51,Kolkata (CCU),A321,Vistara,"('UK', 'Vistara', 0.1)",555,591,36,9,3,False,Major Delay,True,Domestic
AI9508,2025-08-21,10:15,10:23,Hyderabad (HYD),A350,Air India,"('AI', 'Air India', 0.3)",615,623,8,10,3,False,On Time,False,Domestic
SG6071,2025-08-21,07:30,07:40,Hyderabad (HYD),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",450,460,10,7,3,False,On Time,True,Domestic
SG1470,2025-08-21,08:15,08:40,Chennai (MAA),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",495,520,25,8,3,False,Minor Delay,True,Domestic
SG1235,2025-08-21,07:15,07:15,Delhi (DEL),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",435,435,0,7,3,False,Early,True,Domestic
AI7357,2025-08-21,21:15,21:31,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",1275,1291,16,21,3,False,Minor Delay,False,Domestic
UK4641,2025-08-21,18:15,18:28,Goa (GOI),B777,Vistara,"('UK', 'Vistara', 0.1)",1095,1108,13,18,3,False,On Time,True,Domestic
AI3677,2025-08-21,08:30,08:30,Kolkata (CCU),A350,Air India,"('AI', 'Air India', 0.3)",510,510,0,8,3,False,Early,True,Domestic
AI2588,2025-08-21,14:30,14:44,Ahmedabad (AMD),ATR72,Air India,"('AI', 'Air India', 0.3)",870,884,14,14,3,False,On Time,False,Domestic
6E7383,2025-08-21,16:15,16:21,Cochin (COK),B738,IndiGo,"('6E', 'IndiGo', 0.4)",975,981,6,16,3,False,On Time,False,Domestic
6E1566,2025-08-21,21:00,21:16,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1276,16,21,3,False,Minor Delay,False,Domestic
6E9417,2025-08-21,19:45,19:49,Pune (PNQ),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1185,1189,4,19,3,False,On Time,True,Domestic
6E3825,2025-08-21,16:00,16:22,Pune (PNQ),B737,IndiGo,"('6E', 'IndiGo', 0.4)",960,982,22,16,3,False,Minor Delay,False,Domestic
AI3984,2025-08-21,22:30,22:50,Cochin (COK),A321,Air India,"('AI', 'Air India', 0.3)",1350,1370,20,22,3,False,Minor Delay,False,Domestic
6E7337,2025-08-21,12:15,12:22,Ahmedabad (AMD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",735,742,7,12,3,False,On Time,False,Domestic
AI9336,2025-08-21,10:30,10:41,Chennai (MAA),A350,Air India,"('AI', 'Air India', 0.3)",630,641,11,10,3,False,On Time,False,Domestic
AI7063,2025-08-21,08:00,08:25,Hyderabad (HYD),A350,Air India,"('AI', 'Air India', 0.3)",480,505,25,8,3,False,Minor Delay,True,Domestic
6E7085,2025-08-21,09:30,10:01,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",570,601,31,9,3,False,Major Delay,True,Domestic
6E3468,2025-08-21,12:15,12:16,Chennai (MAA),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",735,736,1,12,3,False,On Time,False,Domestic
SG1681,2025-08-21,15:00,15:02,Delhi (DEL),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",900,902,2,15,3,False,On Time,False,Domestic
AI2543,2025-08-21,16:15,16:33,Pune (PNQ),B738,Air India,"('AI', 'Air India', 0.3)",975,993,18,16,3,False,Minor Delay,False,Domestic
AI8374,2025-08-21,16:45,16:58,Kolkata (CCU),A321,Air India,"('AI', 'Air India', 0.3)",1005,1018,13,16,3,False,On Time,False,Domestic
6E6180,2025-08-21,12:00,12:00,Goa (GOI),B737,IndiGo,"('6E', 'IndiGo', 0.4)",720,720,0,12,3,False,Early,False,Domestic
UK5469,2025-08-21,06:30,07:12,Cochin (COK),B787,Vistara,"('UK', 'Vistara', 0.1)",390,432,42,6,3,False,Major Delay,True,Domestic
AI2147,2025-08-21,15:15,15:21,Pune (PNQ),A320,Air India,"('AI', 'Air India', 0.3)",915,921,6,15,3,False,On Time,False,Domestic
6E9299,2025-08-21,16:00,16:03,Pune (PNQ),B737,IndiGo,"('6E', 'IndiGo', 0.4)",960,963,3,16,3,False,On Time,False,Domestic
AI2744,2025-08-21,21:45,22:17,Bengaluru (BLR),A321,Air India,"('AI', 'Air India', 0.3)",1305,1337,32,21,3,False,Major Delay,False,Domestic
AI6105,2025-08-21,20:00,20:40,Hyderabad (HYD),ATR72,Air India,"('AI', 'Air India', 0.3)",1200,1240,40,20,3,False,Major Delay,True,Domestic
SG5188,2025-08-21,20:15,20:48,Pune (PNQ),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1215,1248,33,20,3,False,Major Delay,True,Domestic
AI5404,2025-08-21,07:00,07:19,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",420,439,19,7,3,False,Minor Delay,True,Domestic
6E4704,2025-08-21,16:15,16:25,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",975,985,10,16,3,False,On Time,False,Domestic
AI8217,2025-08-21,22:30,22:35,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",1350,1355,5,22,3,False,On Time,False,Domestic
6E2915,2025-08-21,14:00,14:00,Cochin (COK),A320,IndiGo,"('6E', 'IndiGo', 0.4)",840,840,0,14,3,False,Early,False,Domestic
AI4278,2025-08-21,16:15,16:41,Cochin (COK),A321,Air India,"('AI', 'Air India', 0.3)",975,1001,26,16,3,False,Minor Delay,False,Domestic
AI3136,2025-08-21,22:00,22:12,London (LHR),A350,Air India,"('AI', 'Air India', 0.3)",1320,1332,12,22,3,False,On Time,False,International
6E7414,2025-08-21,18:00,18:19,Chennai (MAA),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1099,19,18,3,False,Minor Delay,True,Domestic
6E9169,2025-08-21,21:45,22:04,Ahmedabad (AMD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1324,19,21,3,False,Minor Delay,False,Domestic
AI9149,2025-08-21,15:30,15:45,Delhi (DEL),A350,Air India,"('AI', 'Air India', 0.3)",930,945,15,15,3,False,On Time,False,Domestic
UK1656,2025-08-21,20:30,20:37,Bengaluru (BLR),B737,Vistara,"('UK', 'Vistara', 0.1)",1230,1237,7,20,3,False,On Time,True,Domestic
6E5542,2025-08-21,10:30,10:42,Cochin (COK),A350,IndiGo,"('6E', 'IndiGo', 0.4)",630,642,12,10,3,False,On Time,False,Domestic
6E8127,2025-08-21,12:45,12:45,London (LHR),A321,IndiGo,"('6E', 'IndiGo', 0.4)",765,765,0,12,3,False,Early,False,International
6E6550,2025-08-21,16:00,16:00,Chennai (MAA),B777,IndiGo,"('6E', 'IndiGo', 0.4)",960,960,0,16,3,False,Early,False,Domestic
AI4835,2025-08-21,21:30,21:42,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",1290,1302,12,21,3,False,On Time,False,Domestic
6E7930,2025-08-21,23:45,00:03,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1425,3,-1422,23,3,False,Early,False,Domestic
AI3824,2025-08-21,07:15,07:45,Chennai (MAA),B777,Air India,"('AI', 'Air India', 0.3)",435,465,30,7,3,False,Minor Delay,True,Domestic
6E3498,2025-08-21,09:15,09:33,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",555,573,18,9,3,False,Minor Delay,True,Domestic
AI6468,2025-08-21,14:45,14:45,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",885,885,0,14,3,False,Early,False,Domestic
SG6905,2025-08-21,07:00,07:20,Chennai (MAA),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",420,440,20,7,3,False,Minor Delay,True,Domestic
QP4761,2025-08-21,10:00,10:00,Goa (GOI),ATR72,Akasa Air,"('QP', 'Akasa Air', 0.03)",600,600,0,10,3,False,Early,False,Domestic
AI3674,2025-08-21,06:15,06:15,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",375,375,0,6,3,False,Early,True,Domestic
6E2192,2025-08-21,23:00,23:02,Hyderabad (HYD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1382,2,23,3,False,On Time,False,Domestic
6E8523,2025-08-21,15:00,15:00,Dubai (DXB),B738,IndiGo,"('6E', 'IndiGo', 0.4)",900,900,0,15,3,False,Early,False,International
6E6683,2025-08-21,06:45,07:20,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",405,440,35,6,3,False,Major Delay,True,Domestic
AI6538,2025-08-21,09:30,09:53,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",570,593,23,9,3,False,Minor Delay,True,Domestic
SG3373,2025-08-21,05:45,05:50,London (LHR),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",345,350,5,5,3,False,On Time,False,International
6E2003,2025-08-21,11:30,11:39,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",690,699,9,11,3,False,On Time,False,Domestic
AI7065,2025-08-21,12:45,13:05,Goa (GOI),A350,Air India,"('AI', 'Air India', 0.3)",765,785,20,12,3,False,Minor Delay,False,Domestic
6E8002,2025-08-21,10:15,10:19,Bangkok (BKK),B777,IndiGo,"('6E', 'IndiGo', 0.4)",615,619,4,10,3,False,On Time,False,International
UK3513,2025-08-21,08:00,08:17,Delhi (DEL),B787,Vistara,"('UK', 'Vistara', 0.1)",480,497,17,8,3,False,Minor Delay,True,Domestic
6E9942,2025-08-21,23:15,23:18,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1398,3,23,3,False,On Time,False,Domestic
6E3693,2025-08-21,12:30,12:47,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",750,767,17,12,3,False,Minor Delay,False,Domestic
UK4862,2025-08-21,12:45,12:57,Bengaluru (BLR),ATR72,Vistara,"('UK', 'Vistara', 0.1)",765,777,12,12,3,False,On Time,False,Domestic
6E2855,2025-08-21,16:45,16:49,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1005,1009,4,16,3,False,On Time,False,Domestic
AI8155,2025-08-21,13:15,13:33,Bengaluru (BLR),B737,Air India,"('AI', 'Air India', 0.3)",795,813,18,13,3,False,Minor Delay,False,Domestic
IX7711,2025-08-21,07:15,08:05,Chennai (MAA),A350,Air India Express,"('IX', 'Air India Express', 0.05)",435,485,50,7,3,False,Major Delay,True,Domestic
6E5591,2025-08-21,08:00,08:11,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",480,491,11,8,3,False,On Time,True,Domestic
6E1254,2025-08-21,11:15,11:30,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",675,690,15,11,3,False,On Time,False,Domestic
AI9413,2025-08-21,13:15,13:33,Jaipur (JAI),B787,Air India,"('AI', 'Air India', 0.3)",795,813,18,13,3,False,Minor Delay,False,Domestic
AI6025,2025-08-21,22:30,22:33,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1350,1353,3,22,3,False,On Time,False,Domestic
AI1183,2025-08-21,18:45,19:21,Hyderabad (HYD),B738,Air India,"('AI', 'Air India', 0.3)",1125,1161,36,18,3,False,Major Delay,True,Domestic
UK8531,2025-08-21,06:00,06:00,Goa (GOI),ATR72,Vistara,"('UK', 'Vistara', 0.1)",360,360,0,6,3,False,Early,True,Domestic
IX6850,2025-08-21,23:45,23:45,Bengaluru (BLR),A321,Air India Express,"('IX', 'Air India Express', 0.05)",1425,1425,0,23,3,False,Early,False,Domestic
6E4108,2025-08-21,06:45,06:45,Pune (PNQ),A321,IndiGo,"('6E', 'IndiGo', 0.4)",405,405,0,6,3,False,Early,True,Domestic
6E2720,2025-08-21,14:15,14:40,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",855,880,25,14,3,False,Minor Delay,False,Domestic
UK1376,2025-08-21,10:45,10:51,Delhi (DEL),B738,Vistara,"('UK', 'Vistara', 0.1)",645,651,6,10,3,False,On Time,False,Domestic
AI1867,2025-08-21,21:30,21:42,Kolkata (CCU),B777,Air India,"('AI', 'Air India', 0.3)",1290,1302,12,21,3,False,On Time,False,Domestic
6E5648,2025-08-21,18:15,18:52,Ahmedabad (AMD),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1095,1132,37,18,3,False,Major Delay,True,Domestic
6E7152,2025-08-21,15:00,15:06,Hyderabad (HYD),A350,IndiGo,"('6E', 'IndiGo', 0.4)",900,906,6,15,3,False,On Time,False,Domestic
6E1848,2025-08-21,13:45,14:01,Ahmedabad (AMD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",825,841,16,13,3,False,Minor Delay,False,Domestic
AI4183,2025-08-21,09:30,10:02,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",570,602,32,9,3,False,Major Delay,True,Domestic
6E1810,2025-08-21,12:30,12:31,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",750,751,1,12,3,False,On Time,False,Domestic
6E2811,2025-08-21,23:30,00:00,Hyderabad (HYD),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1410,0,-1410,23,3,False,Early,False,Domestic
6E8442,2025-08-21,07:00,07:16,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",420,436,16,7,3,False,Minor Delay,True,Domestic
AI9767,2025-08-21,17:45,17:54,Bengaluru (BLR),B737,Air India,"('AI', 'Air India', 0.3)",1065,1074,9,17,3,False,On Time,True,Domestic
6E8668,2025-08-21,15:45,16:11,Hyderabad (HYD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",945,971,26,15,3,False,Minor Delay,False,Domestic
IX6128,2025-08-21,17:15,17:51,Dubai (DXB),B777,Air India Express,"('IX', 'Air India Express', 0.05)",1035,1071,36,17,3,False,Major Delay,True,International
AI3596,2025-08-21,13:00,13:03,Cochin (COK),A350,Air India,"('AI', 'Air India', 0.3)",780,783,3,13,3,False,On Time,False,Domestic
UK4346,2025-08-21,05:45,05:47,Singapore (SIN),A350,Vistara,"('UK', 'Vistara', 0.1)",345,347,2,5,3,False,On Time,False,International
6E1891,2025-08-21,15:45,16:09,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",945,969,24,15,3,False,Minor Delay,False,Domestic
6E7468,2025-08-21,12:15,12:44,Singapore (SIN),A350,IndiGo,"('6E', 'IndiGo', 0.4)",735,764,29,12,3,False,Minor Delay,False,International
AI3215,2025-08-21,23:15,23:21,Ahmedabad (AMD),A350,Air India,"('AI', 'Air India', 0.3)",1395,1401,6,23,3,False,On Time,False,Domestic
6E2196,2025-08-21,08:15,08:42,Pune (PNQ),B737,IndiGo,"('6E', 'IndiGo', 0.4)",495,522,27,8,3,False,Minor Delay,True,Domestic
AI4787,2025-08-21,12:45,12:50,Hyderabad (HYD),A320,Air India,"('AI', 'Air India', 0.3)",765,770,5,12,3,False,On Time,False,Domestic
6E4109,2025-08-21,12:00,12:17,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",720,737,17,12,3,False,Minor Delay,False,Domestic
6E2876,2025-08-21,08:30,08:50,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",510,530,20,8,3,False,Minor Delay,True,Domestic
UK2386,2025-08-21,13:00,13:21,Bengaluru (BLR),A350,Vistara,"('UK', 'Vistara', 0.1)",780,801,21,13,3,False,Minor Delay,False,Domestic
AI9966,2025-08-21,12:45,12:45,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",765,765,0,12,3,False,Early,False,Domestic
6E4389,2025-08-21,15:00,15:03,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",900,903,3,15,3,False,On Time,False,Domestic
UK3564,2025-08-21,06:15,06:40,Delhi (DEL),A321,Vistara,"('UK', 'Vistara', 0.1)",375,400,25,6,3,False,Minor Delay,True,Domestic
AI7606,2025-08-21,10:15,10:30,Kolkata (CCU),A321,Air India,"('AI', 'Air India', 0.3)",615,630,15,10,3,False,On Time,False,Domestic
6E9453,2025-08-21,09:15,10:02,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",555,602,47,9,3,False,Major Delay,True,Domestic
QP6092,2025-08-21,20:15,20:38,Delhi (DEL),A321,Akasa Air,"('QP', 'Akasa Air', 0.03)",1215,1238,23,20,3,False,Minor Delay,True,Domestic
6E7009,2025-08-21,08:00,08:03,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",480,483,3,8,3,False,On Time,True,Domestic
6E2390,2025-08-21,07:45,08:06,Ahmedabad (AMD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",465,486,21,7,3,False,Minor Delay,True,Domestic
AI2495,2025-08-21,23:15,23:18,Ahmedabad (AMD),ATR72,Air India,"('AI', 'Air India', 0.3)",1395,1398,3,23,3,False,On Time,False,Domestic
6E7407,2025-08-21,21:45,21:45,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1305,0,21,3,False,Early,False,Domestic
6E5079,2025-08-21,22:00,22:18,Cochin (COK),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1320,1338,18,22,3,False,Minor Delay,False,Domestic
6E5859,2025-08-21,20:30,20:42,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1230,1242,12,20,3,False,On Time,True,Domestic
AI9760,2025-08-21,22:45,23:13,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",1365,1393,28,22,3,False,Minor Delay,False,Domestic
6E2688,2025-08-21,08:45,09:04,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",525,544,19,8,3,False,Minor Delay,True,Domestic
IX2822,2025-08-21,19:30,20:03,Pune (PNQ),B787,Air India Express,"('IX', 'Air India Express', 0.05)",1170,1203,33,19,3,False,Major Delay,True,Domestic
UK9629,2025-08-21,11:45,11:51,Chennai (MAA),A321,Vistara,"('UK', 'Vistara', 0.1)",705,711,6,11,3,False,On Time,False,Domestic
UK7597,2025-08-21,06:45,06:53,Cochin (COK),B787,Vistara,"('UK', 'Vistara', 0.1)",405,413,8,6,3,False,On Time,True,Domestic
SG6611,2025-08-21,14:00,14:00,Bengaluru (BLR),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",840,840,0,14,3,False,Early,False,Domestic
AI9954,2025-08-21,19:15,19:54,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",1155,1194,39,19,3,False,Major Delay,True,Domestic
AI7379,2025-08-21,05:00,05:00,Cochin (COK),B777,Air India,"('AI', 'Air India', 0.3)",300,300,0,5,3,False,Early,False,Domestic
6E8629,2025-08-22,13:30,13:55,Pune (PNQ),B787,IndiGo,"('6E', 'IndiGo', 0.4)",810,835,25,13,4,False,Minor Delay,False,Domestic
6E6257,2025-08-22,11:00,11:09,Cochin (COK),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",660,669,9,11,4,False,On Time,False,Domestic
6E8067,2025-08-22,08:00,08:11,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",480,491,11,8,4,False,On Time,True,Domestic
AI1864,2025-08-22,14:45,14:50,Kolkata (CCU),B787,Air India,"('AI', 'Air India', 0.3)",885,890,5,14,4,False,On Time,False,Domestic
SG8039,2025-08-22,14:45,15:23,Jaipur (JAI),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",885,923,38,14,4,False,Major Delay,False,Domestic
AI2911,2025-08-22,08:00,08:25,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",480,505,25,8,4,False,Minor Delay,True,Domestic
6E9767,2025-08-22,20:15,20:15,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1215,1215,0,20,4,False,Early,True,Domestic
AI5002,2025-08-22,23:15,23:32,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",1395,1412,17,23,4,False,Minor Delay,False,Domestic
6E7730,2025-08-22,20:45,20:49,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1245,1249,4,20,4,False,On Time,True,Domestic
6E3263,2025-08-22,22:15,22:15,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1335,0,22,4,False,Early,False,Domestic
AI3607,2025-08-22,16:00,16:10,Pune (PNQ),A350,Air India,"('AI', 'Air India', 0.3)",960,970,10,16,4,False,On Time,False,Domestic
QP8024,2025-08-22,09:15,09:47,Bengaluru (BLR),A350,Akasa Air,"('QP', 'Akasa Air', 0.03)",555,587,32,9,4,False,Major Delay,True,Domestic
6E8001,2025-08-22,12:00,12:03,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",720,723,3,12,4,False,On Time,False,Domestic
6E1992,2025-08-22,21:30,21:41,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1301,11,21,4,False,On Time,False,Domestic
IX6618,2025-08-22,06:00,06:52,Bengaluru (BLR),A320,Air India Express,"('IX', 'Air India Express', 0.05)",360,412,52,6,4,False,Major Delay,True,Domestic
6E9742,2025-08-22,21:30,21:34,Chennai (MAA),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1294,4,21,4,False,On Time,False,Domestic
6E9019,2025-08-22,15:45,15:54,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",945,954,9,15,4,False,On Time,False,Domestic
6E9811,2025-08-22,21:30,21:30,Pune (PNQ),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1290,0,21,4,False,Early,False,Domestic
6E6865,2025-08-22,12:45,12:45,Goa (GOI),B777,IndiGo,"('6E', 'IndiGo', 0.4)",765,765,0,12,4,False,Early,False,Domestic
AI3709,2025-08-22,06:00,06:04,Kolkata (CCU),A320,Air India,"('AI', 'Air India', 0.3)",360,364,4,6,4,False,On Time,True,Domestic
AI7251,2025-08-22,19:30,20:04,Pune (PNQ),ATR72,Air India,"('AI', 'Air India', 0.3)",1170,1204,34,19,4,False,Major Delay,True,Domestic
AI3584,2025-08-22,08:00,08:44,Singapore (SIN),A320,Air India,"('AI', 'Air India', 0.3)",480,524,44,8,4,False,Major Delay,True,International
UK9940,2025-08-22,08:45,08:55,Bengaluru (BLR),ATR72,Vistara,"('UK', 'Vistara', 0.1)",525,535,10,8,4,False,On Time,True,Domestic
AI4511,2025-08-22,07:00,07:23,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",420,443,23,7,4,False,Minor Delay,True,Domestic
UK3842,2025-08-22,22:30,22:45,Delhi (DEL),A320,Vistara,"('UK', 'Vistara', 0.1)",1350,1365,15,22,4,False,On Time,False,Domestic
SG1206,2025-08-22,13:00,13:05,Delhi (DEL),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",780,785,5,13,4,False,On Time,False,Domestic
6E7711,2025-08-22,13:00,13:11,Ahmedabad (AMD),A321,IndiGo,"('6E', 'IndiGo', 0.4)",780,791,11,13,4,False,On Time,False,Domestic
6E1359,2025-08-22,21:45,21:45,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1305,0,21,4,False,Early,False,Domestic
IX4872,2025-08-22,07:45,07:45,Pune (PNQ),A320,Air India Express,"('IX', 'Air India Express', 0.05)",465,465,0,7,4,False,Early,True,Domestic
SG8381,2025-08-22,15:30,15:42,Hyderabad (HYD),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",930,942,12,15,4,False,On Time,False,Domestic
6E2574,2025-08-22,12:00,12:42,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",720,762,42,12,4,False,Major Delay,False,Domestic
AI5844,2025-08-22,21:00,21:22,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1260,1282,22,21,4,False,Minor Delay,False,Domestic
6E2911,2025-08-22,19:30,19:54,Bangkok (BKK),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1170,1194,24,19,4,False,Minor Delay,True,International
AI1013,2025-08-22,07:45,07:54,Bengaluru (BLR),B738,Air India,"('AI', 'Air India', 0.3)",465,474,9,7,4,False,On Time,True,Domestic
AI3697,2025-08-22,09:45,09:54,Chennai (MAA),B738,Air India,"('AI', 'Air India', 0.3)",585,594,9,9,4,False,On Time,True,Domestic
6E3983,2025-08-22,20:00,20:22,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1200,1222,22,20,4,False,Minor Delay,True,Domestic
SG8391,2025-08-22,07:00,07:28,Chennai (MAA),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",420,448,28,7,4,False,Minor Delay,True,Domestic
AI3022,2025-08-22,09:30,10:03,Ahmedabad (AMD),A321,Air India,"('AI', 'Air India', 0.3)",570,603,33,9,4,False,Major Delay,True,Domestic
6E3823,2025-08-22,20:30,20:53,Singapore (SIN),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1230,1253,23,20,4,False,Minor Delay,True,International
SG7327,2025-08-22,09:00,09:16,Bangkok (BKK),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",540,556,16,9,4,False,Minor Delay,True,International
6E2913,2025-08-22,08:45,08:56,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",525,536,11,8,4,False,On Time,True,Domestic
IX3215,2025-08-22,17:00,17:04,Delhi (DEL),B777,Air India Express,"('IX', 'Air India Express', 0.05)",1020,1024,4,17,4,False,On Time,True,Domestic
6E8844,2025-08-22,13:00,13:01,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",780,781,1,13,4,False,On Time,False,Domestic
SG3111,2025-08-22,22:45,22:45,Ahmedabad (AMD),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",1365,1365,0,22,4,False,Early,False,Domestic
AI8439,2025-08-22,12:15,12:36,Bangkok (BKK),B738,Air India,"('AI', 'Air India', 0.3)",735,756,21,12,4,False,Minor Delay,False,International
